ID,Üniversite,Yerleşke Adı,İl,Lat,Lng
2006-anadolu-osb-meslek-yuksekokulu,"BAŞKENT ÜNİVERSİTESİ","ANADOLU OSB MESLEK YÜKSEKOKULU","ANKARA",,
2006-kahramankazan-meslek-yuksekokulu,"BAŞKENT ÜNİVERSİTESİ","KAHRAMANKAZAN MESLEK YÜKSEKOKULU","ANKARA",,
2006-konya-saglik-hi-zmetleri-meslek-yuksekokulu,"BAŞKENT ÜNİVERSİTESİ","KONYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","ANKARA",,
2006-tekni-k-bi-li-mler-meslek-yuksekokulu,"BAŞKENT ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","ANKARA",,
2008-si-vi-l-havacilik-yuksekokulu,"BEYKOZ ÜNİVERSİTESİ","SİVİL HAVACILIK YÜKSEKOKULU","İSTANBUL",,
2009-merkez-kampus,"BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ","Merkez Kampüs","İSTANBUL",,
2011-cankaya-meslek-yuksekokulu,"ÇANKAYA ÜNİVERSİTESİ","ÇANKAYA MESLEK YÜKSEKOKULU","ANKARA",,
2017-merkez-kampus,"İSTANBUL GEDİK ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2017-gedi-k-meslek-yuksekokulu,"İSTANBUL GEDİK ÜNİVERSİTESİ","GEDİK MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2022-merkez-kampus,"İSTANBUL 29 MAYIS ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2022-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"İSTANBUL 29 MAYIS ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2023-merkez-kampus,"İSTANBUL AREL ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2023-meslek-yuksekokulu,"İSTANBUL AREL ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2024-merkez-kampus,"İSTANBUL AYDIN ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2024-anadolu-bi-l-meslek-yuksekokulu,"İSTANBUL AYDIN ÜNİVERSİTESİ","ANADOLU BİL MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2024-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL AYDIN ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2025-bi-li-si-m-teknoloji-si-yuksekokulu,"İSTANBUL BİLGİ ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİSİ YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2025-merkez-kampus,"İSTANBUL BİLGİ ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2025-meslek-yuksekokulu,"İSTANBUL BİLGİ ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2025-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL BİLGİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2026-florence-ni-ghti-ngale-hastanesi-hemsi-reli-k-yuksekokulu,"DEMİROĞLU BİLİM ÜNİVERSİTESİ","FLORENCE NİGHTİNGALE HASTANESİ HEMŞİRELİK YÜKSEKOKULU","İSTANBUL",,
2027-merkez-kampus,"İSTANBUL GELİŞİM ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2027-i-stanbul-geli-si-m-meslek-yuksekokulu,"İSTANBUL GELİŞİM ÜNİVERSİTESİ","İSTANBUL GELİŞİM MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2027-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL GELİŞİM ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2030-merkez-kampus,"İSTANBUL KÜLTÜR ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2030-meslek-yuksekokulu,"İSTANBUL KÜLTÜR ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2031-merkez-kampus,"İSTANBUL MEDİPOL ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2031-saglik-bi-li-mleri-yuksekokulu,"İSTANBUL MEDİPOL ÜNİVERSİTESİ","SAĞLIK BİLİMLERİ YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2031-meslek-yuksekokulu,"İSTANBUL MEDİPOL ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2031-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL MEDİPOL ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2031-sosyal-bi-li-mler-meslek-yuksekokulu,"İSTANBUL MEDİPOL ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2032-merkez-kampus,"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2034-merkez-kampus,"İSTANBUL TİCARET ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2034-meslek-yuksekokulu,"İSTANBUL TİCARET ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2035-merkez-kampus,"İZMİR EKONOMİ ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2035-uygulamali-yoneti-m-bi-li-mleri-yuksekokulu,"İZMİR EKONOMİ ÜNİVERSİTESİ","UYGULAMALI YÖNETİM BİLİMLERİ YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2035-meslek-yuksekokulu,"İZMİR EKONOMİ ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2035-saglik-hi-zmetleri-meslek-yuksekokulu,"İZMİR EKONOMİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2035-i-zmi-r-konak-meslek-yuksekokulu,"İZMİR EKONOMİ ÜNİVERSİTESİ","İZMİR KONAK MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2038-uygulamali-bi-li-mler-yuksekokulu,"KAPADOKYA ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU","NEVŞEHİR",,
2038-kapadokya-meslek-yuksekokulu,"KAPADOKYA ÜNİVERSİTESİ","KAPADOKYA MESLEK YÜKSEKOKULU","NEVŞEHİR",,
2040-uygulamali-bi-li-mler-yuksekokulu,"KTO KARATAY ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU","KONYA",,
2047-merkez-kampus,"İSTANBUL OKAN ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2047-meslek-yuksekokulu,"İSTANBUL OKAN ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2047-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL OKAN ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2050-merkez-kampus,"İSTANBUL TOPKAPI ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2050-plato-meslek-yuksekokulu,"İSTANBUL TOPKAPI ÜNİVERSİTESİ","PLATO MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2055-saglik-hi-zmetleri-meslek-yuksekokulu,"TOROS ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","MERSİN",,
2057-i-zmi-r-havacilik-meslek-yuksekokulu,"TÜRK HAVA KURUMU ÜNİVERSİTESİ","İZMİR HAVACILIK MESLEK YÜKSEKOKULU","ANKARA",,
2058-hemsi-reli-k-yuksekokulu,"UFUK ÜNİVERSİTESİ","HEMŞİRELİK YÜKSEKOKULU","ANKARA",,
2062-merkez-kampus,"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2062-meslek-yuksekokulu,"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2062-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2064-merkez-kampus,"ANTALYA BİLİM ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2064-si-vi-l-havacilik-yuksekokulu,"ANTALYA BİLİM ÜNİVERSİTESİ","SİVİL HAVACILIK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2064-meslek-yuksekokulu,"ANTALYA BİLİM ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2064-saglik-hi-zmetleri-meslek-yuksekokulu,"ANTALYA BİLİM ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2064-atasehi-r-adiguzel-meslek-yuksekokulu,"ANTALYA BİLİM ÜNİVERSİTESİ","ATAŞEHİR ADIGÜZEL MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2075-merkez-kampus,"İSTANBUL ESENYURT ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2075-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"İSTANBUL ESENYURT ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2075-meslek-yuksekokulu,"İSTANBUL ESENYURT ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2075-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL ESENYURT ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2081-merkez-kampus,"İSTANBUL RUMELİ ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2081-meslek-yuksekokulu,"İSTANBUL RUMELİ ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2081-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL RUMELİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2081-i-stanbul-saglik-ve-sosyal-bi-li-mler-meslek-yuksekokulu,"İSTANBUL RUMELİ ÜNİVERSİTESİ","İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2081-i-stanbul-si-sli-meslek-yuksekokulu,"İSTANBUL RUMELİ ÜNİVERSİTESİ","İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2083-merkez-kampus,"KONYA GIDA VE TARIM ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2083-meslek-yuksekokulu,"KONYA GIDA VE TARIM ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2084-merkez-kampus,"İSTİNYE ÜNİVERSİTESİ","Merkez Kampüs","İSTANBUL",,
2087-merkez-kampus,"İSTANBUL KENT ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2087-meslek-yuksekokulu,"İSTANBUL KENT ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2087-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL KENT ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2092-merkez-kampus,"ANKARA MEDİPOL ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2092-meslek-yuksekokulu,"ANKARA MEDİPOL ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2092-saglik-hi-zmetleri-meslek-yuksekokulu,"ANKARA MEDİPOL ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2093-merkez-kampus,"İSTANBUL ATLAS ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2093-meslek-yuksekokulu,"İSTANBUL ATLAS ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2094-merkez-kampus,"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2095-merkez-kampus,"ANKARA BİLİM ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2095-meslek-yuksekokulu,"ANKARA BİLİM ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2096-merkez-kampus,"İZMİR TINAZTEPE ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2096-saglik-hi-zmetleri-meslek-yuksekokulu,"İZMİR TINAZTEPE ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2097-merkez-kampus,"KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2097-avrupa-meslek-yuksekokulu,"KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ","AVRUPA MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2097-gebze-organi-ze-sanayi-bolgesi-meslek-yuksekokulu,"KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ","GEBZE ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2098-merkez-kampus,"İSTANBUL GALATA ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2098-meslek-yuksekokulu,"İSTANBUL GALATA ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2100-merkez-kampus,"MUDANYA ÜNİVERSİTESİ","Merkez Kampüs","BURSA",,
2100-meslek-yuksekokulu,"MUDANYA ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","BURSA",,
2101-merkez-kampus,"ALANYA ÜNİVERSİTESİ","Merkez Kampüs","ANTALYA",,
2101-meslek-yuksekokulu,"ALANYA ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","ANTALYA",,
2102-merkez-kampus,"ANTALYA BELEK ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2102-meslek-yuksekokulu,"ANTALYA BELEK ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2103-merkez-kampus,"İSTANBUL BEYKENT ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2103-meslek-yuksekokulu,"İSTANBUL BEYKENT ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2104-merkez-kampus,"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ","Merkez Kampüs","VAKIF ÜNIVERSITESI",,
2104-si-vi-l-havacilik-yuksekokulu,"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ","SİVİL HAVACILIK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2104-uygulamali-bi-li-mler-yuksekokulu,"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2104-meslek-yuksekokulu,"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
2104-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","VAKIF ÜNIVERSITESI",,
3001-merkez-kampus,"DOĞU AKDENİZ ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3001-bi-lgi-sayar-ve-teknoloji-yuksekokulu,"DOĞU AKDENİZ ÜNİVERSİTESİ","BİLGİSAYAR VE TEKNOLOJİ YÜKSEKOKULU","KKTC",,
3001-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"DOĞU AKDENİZ ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","KKTC",,
3001-saglik-hi-zmetleri-yuksekokulu,"DOĞU AKDENİZ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ YÜKSEKOKULU","KKTC",,
3001-turi-zm-ve-otelci-li-k-yuksekokulu,"DOĞU AKDENİZ ÜNİVERSİTESİ","TURİZM VE OTELCİLİK YÜKSEKOKULU","KKTC",,
3002-merkez-kampus,"GİRNE AMERİKAN ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3002-deni-zci-li-k-ve-ulastirma-yuksekokulu,"GİRNE AMERİKAN ÜNİVERSİTESİ","DENİZCİLİK VE ULAŞTIRMA YÜKSEKOKULU","KKTC",,
3002-havacilik-yuksekokulu,"GİRNE AMERİKAN ÜNİVERSİTESİ","HAVACILIK YÜKSEKOKULU","KKTC",,
3002-hemsi-reli-k-yuksekokulu,"GİRNE AMERİKAN ÜNİVERSİTESİ","HEMŞİRELİK YÜKSEKOKULU","KKTC",,
3002-uygulamali-sosyal-bi-li-mler-yuksekokulu,"GİRNE AMERİKAN ÜNİVERSİTESİ","UYGULAMALI SOSYAL BİLİMLER YÜKSEKOKULU","KKTC",,
3002-meslek-yuksekokulu,"GİRNE AMERİKAN ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3002-saglik-meslek-yuksekokulu,"GİRNE AMERİKAN ÜNİVERSİTESİ","SAĞLIK MESLEK YÜKSEKOKULU","KKTC",,
3003-merkez-kampus,"LEFKE AVRUPA ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3003-hemsi-reli-k-yuksekokulu,"LEFKE AVRUPA ÜNİVERSİTESİ","HEMŞİRELİK YÜKSEKOKULU","KKTC",,
3003-turi-zm-ve-otel-i-sletmeci-li-gi-yuksekokulu,"LEFKE AVRUPA ÜNİVERSİTESİ","TURİZM VE OTEL İŞLETMECİLİĞİ YÜKSEKOKULU","KKTC",,
3003-uygulamali-bi-li-mler-yuksekokulu,"LEFKE AVRUPA ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU","KKTC",,
3003-meslek-yuksekokulu,"LEFKE AVRUPA ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3003-saglik-hi-zmetleri-meslek-yuksekokulu,"LEFKE AVRUPA ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","KKTC",,
3004-merkez-kampus,"ULUSLARARASI KIBRIS ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3004-saglik-bi-li-mleri-yuksekokulu,"ULUSLARARASI KIBRIS ÜNİVERSİTESİ","SAĞLIK BİLİMLERİ YÜKSEKOKULU","KKTC",,
3004-turi-zm-ve-otel-i-sletmeci-li-gi-yuksekokulu,"ULUSLARARASI KIBRIS ÜNİVERSİTESİ","TURİZM VE OTEL İŞLETMECİLİĞİ YÜKSEKOKULU","KKTC",,
3004-uygulamali-bi-li-mler-yuksekokulu,"ULUSLARARASI KIBRIS ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU","KKTC",,
3004-meslek-yuksekokulu,"ULUSLARARASI KIBRIS ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3004-saglik-bi-li-mleri-meslek-yuksekokulu,"ULUSLARARASI KIBRIS ÜNİVERSİTESİ","SAĞLIK BİLİMLERİ MESLEK YÜKSEKOKULU","KKTC",,
3005-merkez-kampus,"YAKIN DOĞU ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3005-turi-zm-ve-otelci-li-k-yuksekokulu,"YAKIN DOĞU ÜNİVERSİTESİ","TURİZM VE OTELCİLİK YÜKSEKOKULU","KKTC",,
3005-meslek-yuksekokulu,"YAKIN DOĞU ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3005-saglik-hi-zmetleri-meslek-yuksekokulu,"YAKIN DOĞU ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","KKTC",,
3005-turi-zm-ve-otel-i-sletmeci-li-gi-meslek-yuksekokulu,"YAKIN DOĞU ÜNİVERSİTESİ","TURİZM VE OTEL İŞLETMECİLİĞİ MESLEK YÜKSEKOKULU","KKTC",,
3006-merkez-kampus,"AKDENİZ KARPAZ ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3006-havacilik-meslek-yuksekokulu,"AKDENİZ KARPAZ ÜNİVERSİTESİ","HAVACILIK MESLEK YÜKSEKOKULU","KKTC",,
3007-merkez-kampus,"GİRNE ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3007-deni-zci-li-k-meslek-yuksekokulu,"GİRNE ÜNİVERSİTESİ","DENİZCİLİK MESLEK YÜKSEKOKULU","KKTC",,
3007-havacilik-meslek-yuksekokulu,"GİRNE ÜNİVERSİTESİ","HAVACILIK MESLEK YÜKSEKOKULU","KKTC",,
3007-saglik-hi-zmetleri-meslek-yuksekokulu,"GİRNE ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","KKTC",,
3007-tekni-k-bi-li-mler-meslek-yuksekokulu,"GİRNE ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","KKTC",,
3007-turi-zm-ve-otelci-li-k-meslek-yuksekokulu,"GİRNE ÜNİVERSİTESİ","TURİZM VE OTELCİLİK MESLEK YÜKSEKOKULU","KKTC",,
3009-merkez-kampus,"KIBRIS AMERİKAN ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3009-meslek-yuksekokulu,"KIBRIS AMERİKAN ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3009-saglik-meslek-yuksekokulu,"KIBRIS AMERİKAN ÜNİVERSİTESİ","SAĞLIK MESLEK YÜKSEKOKULU","KKTC",,
3012-merkez-kampus,"KIBRIS SAĞLIK VE TOPLUM BİLİMLERİ ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3012-saglik-hi-zmetleri-meslek-yuksekokulu,"KIBRIS SAĞLIK VE TOPLUM BİLİMLERİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","KKTC",,
3013-merkez-kampus,"ULUSLARARASI FİNAL ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3013-unal-caginer-turi-zm-ve-mutfak-sanatlari-yuksekokulu,"ULUSLARARASI FİNAL ÜNİVERSİTESİ","ÜNAL ÇAĞINER TURİZM VE MUTFAK SANATLARI YÜKSEKOKULU","KKTC",,
3013-meslek-yuksekokulu,"ULUSLARARASI FİNAL ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3014-merkez-kampus,"ADA KENT ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3015-merkez-kampus,"KIBRIS BATI ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3016-merkez-kampus,"ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3017-merkez-kampus,"BAHÇEŞEHİR KIBRIS ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3017-meslek-yuksekokulu,"BAHÇEŞEHİR KIBRIS ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3018-merkez-kampus,"RAUF DENKTAŞ ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3020-merkez-kampus,"KIBRIS AYDIN ÜNİVERSİTESİ","Merkez Kampüs","KKTC",,
3020-meslek-yuksekokulu,"KIBRIS AYDIN ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","KKTC",,
3020-saglik-hi-zmetleri-meslek-yuksekokulu,"KIBRIS AYDIN ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","KKTC",,
4011-merkez-kampus,"AZERBAYCAN DEVLET PEDAGOJİ ÜNİVERSİTESİ","Merkez Kampüs","BAKÜ",,
4039-merkez-kampus,"HOCA AHMET YESEVİ ULUSLARARASI TÜRK-KAZAK ÜNİVERSİTESİ *","Merkez Kampüs","TÜRKİSTAN",,
4039-turki-stan-meslek-yuksekokulu,"HOCA AHMET YESEVİ ULUSLARARASI TÜRK-KAZAK ÜNİVERSİTESİ *","TÜRKİSTAN MESLEK YÜKSEKOKULU","TÜRKİSTAN",,
4052-merkez-kampus,"KIRGIZİSTAN-TÜRKİYE MANAS ÜNİVERSİTESİ *","Merkez Kampüs","BİŞKEK",,
4088-merkez-kampus,"ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ","Merkez Kampüs","SARAYBOSNA",,
4096-merkez-kampus,"ULUSLARARASI BALKAN ÜNİVERSİTESİ","Merkez Kampüs","ÜSKÜP",,
4099-merkez-kampus,"TİRAN NEW YORK ÜNİVERSİTESİ","Merkez Kampüs","TİRAN",,
